Table,,,,
Marks ,GP,Grade,,
,,,38.82,Thirty eight  point eight two
,,,38.82,Thirty eight  point eight two
,,,38.83,Thirty eight  point eight three
,,,38.83,Thirty eight  point eight three
,,,38.83,Thirty eight  point eight three
,,,38.83,Thirty eight  point eight three
,,,38.83,Thirty eight  point eight three
,,,38.83,Thirty eight  point eight three
,,,38.83,Thirty eight  point eight three
,,,38.83,Thirty eight  point eight three
,,,38.83,Thirty eight  point eight three
,,,38.83,Thirty eight  point eight three
,,,38.84,Thirty eight  point eight four
,,,38.84,Thirty eight  point eight four
,,,38.84,Thirty eight  point eight four
,,,38.84,Thirty eight  point eight four
,,,38.84,Thirty eight  point eight four
,,,38.84,Thirty eight  point eight four
,,,38.84,Thirty eight  point eight four
,,,38.84,Thirty eight  point eight four
,,,38.84,Thirty eight  point eight four
,,,38.84,Thirty eight  point eight four
,,,38.85,Thirty eight  point eight five
,,,38.85,Thirty eight  point eight five
,,,38.85,Thirty eight  point eight five
,,,38.85,Thirty eight  point eight five
,,,38.85,Thirty eight  point eight five
,,,38.85,Thirty eight  point eight five
,,,38.85,Thirty eight  point eight five
,,,38.85,Thirty eight  point eight five
,,,38.85,Thirty eight  point eight five
,,,38.85,Thirty eight  point eight five
,,,38.86,Thirty eight  point eight six
,,,38.86,Thirty eight  point eight six
,,,38.86,Thirty eight  point eight six
,,,38.86,Thirty eight  point eight six
,,,38.86,Thirty eight  point eight six
,,,38.86,Thirty eight  point eight six
,,,38.86,Thirty eight  point eight six
,,,38.86,Thirty eight  point eight six
,,,38.86,Thirty eight  point eight six
,,,38.86,Thirty eight  point eight six
,,,38.87,Thirty eight  point eight seven
,,,38.87,Thirty eight  point eight seven
,,,38.87,Thirty eight  point eight seven
,,,38.87,Thirty eight  point eight seven
,,,38.87,Thirty eight  point eight seven
,,,38.87,Thirty eight  point eight seven
,,,38.87,Thirty eight  point eight seven
,,,38.87,Thirty eight  point eight seven
,,,38.87,Thirty eight  point eight seven
,,,38.87,Thirty eight  point eight seven
,,,38.88,Thirty eight  point eight eight
,,,38.88,Thirty eight  point eight eight
,,,38.88,Thirty eight  point eight eight
,,,38.88,Thirty eight  point eight eight
,,,38.88,Thirty eight  point eight eight
,,,38.88,Thirty eight  point eight eight
,,,38.88,Thirty eight  point eight eight
,,,38.88,Thirty eight  point eight eight
,,,38.88,Thirty eight  point eight eight
,,,38.88,Thirty eight  point eight eight
,,,38.89,Thirty eight  point eight nine
,,,38.89,Thirty eight  point eight nine
,,,38.89,Thirty eight  point eight nine
,,,38.89,Thirty eight  point eight nine
,,,38.89,Thirty eight  point eight nine
,,,38.89,Thirty eight  point eight nine
,,,38.89,Thirty eight  point eight nine
,,,38.89,Thirty eight  point eight nine
,,,38.89,Thirty eight  point eight nine
,,,38.89,Thirty eight  point eight nine
,,,38.90,Thirty eight  point nine
,,,38.90,Thirty eight  point nine
,,,38.90,Thirty eight  point nine
,,,38.90,Thirty eight  point nine
,,,38.90,Thirty eight  point nine
,,,38.90,Thirty eight  point nine
,,,38.90,Thirty eight  point nine
,,,38.90,Thirty eight  point nine
,,,38.90,Thirty eight  point nine
,,,38.90,Thirty eight  point nine
,,,38.91,Thirty eight  point nine one
,,,38.91,Thirty eight  point nine one
,,,38.91,Thirty eight  point nine one
,,,38.91,Thirty eight  point nine one
,,,38.91,Thirty eight  point nine one
,,,38.91,Thirty eight  point nine one
,,,38.91,Thirty eight  point nine one
,,,38.91,Thirty eight  point nine one
,,,38.91,Thirty eight  point nine one
,,,38.91,Thirty eight  point nine one
,,,38.92,Thirty eight  point nine two
,,,38.92,Thirty eight  point nine two
,,,38.92,Thirty eight  point nine two
,,,38.92,Thirty eight  point nine two
,,,38.92,Thirty eight  point nine two
,,,38.92,Thirty eight  point nine two
,,,38.92,Thirty eight  point nine two
,,,38.92,Thirty eight  point nine two
,,,38.92,Thirty eight  point nine two
,,,38.92,Thirty eight  point nine two
,,,38.93,Thirty eight  point nine three
,,,38.93,Thirty eight  point nine three
,,,38.93,Thirty eight  point nine three
,,,38.93,Thirty eight  point nine three
,,,38.93,Thirty eight  point nine three
,,,38.93,Thirty eight  point nine three
,,,38.93,Thirty eight  point nine three
,,,38.93,Thirty eight  point nine three
,,,38.93,Thirty eight  point nine three
,,,38.93,Thirty eight  point nine three
,,,38.94,Thirty eight  point nine four
,,,38.94,Thirty eight  point nine four
,,,38.94,Thirty eight  point nine four
,,,38.94,Thirty eight  point nine four
,,,38.94,Thirty eight  point nine four
,,,38.94,Thirty eight  point nine four
,,,38.94,Thirty eight  point nine four
,,,38.94,Thirty eight  point nine four
,,,38.94,Thirty eight  point nine four
,,,38.94,Thirty eight  point nine four
,,,38.95,Thirty eight  point nine five
,,,38.95,Thirty eight  point nine five
,,,38.95,Thirty eight  point nine five
,,,38.95,Thirty eight  point nine five
,,,38.95,Thirty eight  point nine five
,,,38.95,Thirty eight  point nine five
,,,38.95,Thirty eight  point nine five
,,,38.95,Thirty eight  point nine five
,,,38.95,Thirty eight  point nine five
,,,38.95,Thirty eight  point nine five
,,,38.96,Thirty eight  point nine six
,,,38.96,Thirty eight  point nine six
,,,38.96,Thirty eight  point nine six
,,,38.96,Thirty eight  point nine six
,,,38.96,Thirty eight  point nine six
,,,38.96,Thirty eight  point nine six
,,,38.96,Thirty eight  point nine six
,,,38.96,Thirty eight  point nine six
,,,38.96,Thirty eight  point nine six
,,,38.96,Thirty eight  point nine six
,,,38.97,Thirty eight  point nine seven
,,,38.97,Thirty eight  point nine seven
,,,38.97,Thirty eight  point nine seven
,,,38.97,Thirty eight  point nine seven
,,,38.97,Thirty eight  point nine seven
,,,38.97,Thirty eight  point nine seven
,,,38.97,Thirty eight  point nine seven
,,,38.97,Thirty eight  point nine seven
,,,38.97,Thirty eight  point nine seven
,,,38.97,Thirty eight  point nine seven
,,,38.98,Thirty eight  point nine eight
,,,38.98,Thirty eight  point nine eight
,,,38.98,Thirty eight  point nine eight
,,,38.98,Thirty eight  point nine eight
,,,38.98,Thirty eight  point nine eight
,,,38.98,Thirty eight  point nine eight
,,,38.98,Thirty eight  point nine eight
,,,38.98,Thirty eight  point nine eight
,,,38.98,Thirty eight  point nine eight
,,,38.98,Thirty eight  point nine eight
,,,38.99,Thirty eight  point nine nine
,,,38.99,Thirty eight  point nine nine
,,,38.99,Thirty eight  point nine nine
,,,38.99,Thirty eight  point nine nine
,,,38.99,Thirty eight  point nine nine
,,,38.99,Thirty eight  point nine nine
,,,38.99,Thirty eight  point nine nine
,,,38.99,Thirty eight  point nine nine
,,,38.99,Thirty eight  point nine nine
,,,38.99,Thirty eight  point nine nine
,,,39.00,Thirty nine  point zero
,,,39.00,Thirty nine  point zero
,,,39.00,Thirty nine  point zero
,,,39.00,Thirty nine  point zero
,,,39.00,Thirty nine  point zero
,,,39.00,Thirty nine  point zero
,,,39.00,Thirty nine  point zero
,,,39.00,Thirty nine  point zero
,,,39.00,Thirty nine  point zero
,,,39.00,Thirty nine  point zero
,,,39.01,Thirty nine  point zero one
,,,39.01,Thirty nine  point zero one
,,,39.01,Thirty nine  point zero one
,,,39.01,Thirty nine  point zero one
,,,39.01,Thirty nine  point zero one
,,,39.01,Thirty nine  point zero one
,,,39.01,Thirty nine  point zero one
,,,39.01,Thirty nine  point zero one
,,,39.01,Thirty nine  point zero one
,,,39.01,Thirty nine  point zero one
,,,39.02,Thirty nine  point zero two
,,,39.02,Thirty nine  point zero two
,,,39.02,Thirty nine  point zero two
,,,39.02,Thirty nine  point zero two
,,,39.02,Thirty nine  point zero two
,,,39.02,Thirty nine  point zero two
,,,39.02,Thirty nine  point zero two
,,,39.02,Thirty nine  point zero two
,,,39.02,Thirty nine  point zero two
,,,39.02,Thirty nine  point zero two
,,,39.03,Thirty nine  point zero three
,,,39.03,Thirty nine  point zero three
,,,39.03,Thirty nine  point zero three
,,,39.03,Thirty nine  point zero three
,,,39.03,Thirty nine  point zero three
,,,39.03,Thirty nine  point zero three
,,,39.03,Thirty nine  point zero three
,,,39.03,Thirty nine  point zero three
,,,39.03,Thirty nine  point zero three
,,,39.03,Thirty nine  point zero three
,,,39.04,Thirty nine  point zero four
,,,39.04,Thirty nine  point zero four
,,,39.04,Thirty nine  point zero four
,,,39.04,Thirty nine  point zero four
,,,39.04,Thirty nine  point zero four
,,,39.04,Thirty nine  point zero four
,,,39.04,Thirty nine  point zero four
,,,39.04,Thirty nine  point zero four
,,,39.04,Thirty nine  point zero four
,,,39.04,Thirty nine  point zero four
,,,39.05,Thirty nine  point zero five
,,,39.05,Thirty nine  point zero five
,,,39.05,Thirty nine  point zero five
,,,39.05,Thirty nine  point zero five
,,,39.05,Thirty nine  point zero five
,,,39.05,Thirty nine  point zero five
,,,39.05,Thirty nine  point zero five
,,,39.05,Thirty nine  point zero five
,,,39.05,Thirty nine  point zero five
,,,39.05,Thirty nine  point zero five
,,,39.06,Thirty nine  point zero six
,,,39.06,Thirty nine  point zero six
,,,39.06,Thirty nine  point zero six
,,,39.06,Thirty nine  point zero six
,,,39.06,Thirty nine  point zero six
,,,39.06,Thirty nine  point zero six
,,,39.06,Thirty nine  point zero six
,,,39.06,Thirty nine  point zero six
,,,39.06,Thirty nine  point zero six
,,,39.06,Thirty nine  point zero six
,,,39.07,Thirty nine  point zero seven
,,,39.07,Thirty nine  point zero seven
,,,39.07,Thirty nine  point zero seven
,,,39.07,Thirty nine  point zero seven
,,,39.07,Thirty nine  point zero seven
,,,39.07,Thirty nine  point zero seven
,,,39.07,Thirty nine  point zero seven
,,,39.07,Thirty nine  point zero seven
,,,39.07,Thirty nine  point zero seven
,,,39.07,Thirty nine  point zero seven
,,,39.08,Thirty nine  point zero eight
,,,39.08,Thirty nine  point zero eight
,,,39.08,Thirty nine  point zero eight
,,,39.08,Thirty nine  point zero eight
,,,39.08,Thirty nine  point zero eight
,,,39.08,Thirty nine  point zero eight
,,,39.08,Thirty nine  point zero eight
,,,39.08,Thirty nine  point zero eight
,,,39.08,Thirty nine  point zero eight
,,,39.08,Thirty nine  point zero eight
,,,39.09,Thirty nine  point zero nine
,,,39.09,Thirty nine  point zero nine
,,,39.09,Thirty nine  point zero nine
,,,39.09,Thirty nine  point zero nine
,,,39.09,Thirty nine  point zero nine
,,,39.09,Thirty nine  point zero nine
,,,39.09,Thirty nine  point zero nine
,,,39.09,Thirty nine  point zero nine
,,,39.09,Thirty nine  point zero nine
,,,39.09,Thirty nine  point zero nine
,,,39.10,Thirty nine  point one
,,,39.10,Thirty nine  point one
,,,39.10,Thirty nine  point one
,,,39.10,Thirty nine  point one
,,,39.10,Thirty nine  point one
,,,39.10,Thirty nine  point one
,,,39.10,Thirty nine  point one
,,,39.10,Thirty nine  point one
,,,39.10,Thirty nine  point one
,,,39.10,Thirty nine  point one
,,,39.11,Thirty nine  point one one
,,,39.11,Thirty nine  point one one
,,,39.11,Thirty nine  point one one
,,,39.11,Thirty nine  point one one
,,,39.11,Thirty nine  point one one
,,,39.11,Thirty nine  point one one
,,,39.11,Thirty nine  point one one
,,,39.11,Thirty nine  point one one
,,,39.11,Thirty nine  point one one
,,,39.11,Thirty nine  point one one
,,,39.12,Thirty nine  point one two
,,,39.12,Thirty nine  point one two
,,,39.12,Thirty nine  point one two
,,,39.12,Thirty nine  point one two
,,,39.12,Thirty nine  point one two
,,,39.12,Thirty nine  point one two
,,,39.12,Thirty nine  point one two
,,,39.12,Thirty nine  point one two
,,,39.12,Thirty nine  point one two
,,,39.12,Thirty nine  point one two
,,,39.13,Thirty nine  point one three
,,,39.13,Thirty nine  point one three
,,,39.13,Thirty nine  point one three
,,,39.13,Thirty nine  point one three
,,,39.13,Thirty nine  point one three
,,,39.13,Thirty nine  point one three
,,,39.13,Thirty nine  point one three
,,,39.13,Thirty nine  point one three
,,,39.13,Thirty nine  point one three
,,,39.13,Thirty nine  point one three
,,,39.14,Thirty nine  point one four
,,,39.14,Thirty nine  point one four
,,,39.14,Thirty nine  point one four
,,,39.14,Thirty nine  point one four
,,,39.14,Thirty nine  point one four
,,,39.14,Thirty nine  point one four
,,,39.14,Thirty nine  point one four
,,,39.14,Thirty nine  point one four
,,,39.14,Thirty nine  point one four
,,,39.14,Thirty nine  point one four
,,,39.15,Thirty nine  point one five
,,,39.15,Thirty nine  point one five
,,,39.15,Thirty nine  point one five
,,,39.15,Thirty nine  point one five
,,,39.15,Thirty nine  point one five
,,,39.15,Thirty nine  point one five
,,,39.15,Thirty nine  point one five
,,,39.15,Thirty nine  point one five
,,,39.15,Thirty nine  point one five
,,,39.15,Thirty nine  point one five
,,,39.16,Thirty nine  point one six
,,,39.16,Thirty nine  point one six
,,,39.16,Thirty nine  point one six
,,,39.16,Thirty nine  point one six
,,,39.16,Thirty nine  point one six
,,,39.16,Thirty nine  point one six
,,,39.16,Thirty nine  point one six
,,,39.16,Thirty nine  point one six
,,,39.16,Thirty nine  point one six
,,,39.16,Thirty nine  point one six
,,,39.17,Thirty nine  point one seven
,,,39.17,Thirty nine  point one seven
,,,39.17,Thirty nine  point one seven
,,,39.17,Thirty nine  point one seven
,,,39.17,Thirty nine  point one seven
,,,39.17,Thirty nine  point one seven
,,,39.17,Thirty nine  point one seven
,,,39.17,Thirty nine  point one seven
,,,39.17,Thirty nine  point one seven
,,,39.17,Thirty nine  point one seven
,,,39.18,Thirty nine  point one eight
,,,39.18,Thirty nine  point one eight
,,,39.18,Thirty nine  point one eight
,,,39.18,Thirty nine  point one eight
,,,39.18,Thirty nine  point one eight
,,,39.18,Thirty nine  point one eight
,,,39.18,Thirty nine  point one eight
,,,39.18,Thirty nine  point one eight
,,,39.18,Thirty nine  point one eight
,,,39.18,Thirty nine  point one eight
,,,39.19,Thirty nine  point one nine
,,,39.19,Thirty nine  point one nine
,,,39.19,Thirty nine  point one nine
,,,39.19,Thirty nine  point one nine
,,,39.19,Thirty nine  point one nine
,,,39.19,Thirty nine  point one nine
,,,39.19,Thirty nine  point one nine
,,,39.19,Thirty nine  point one nine
,,,39.19,Thirty nine  point one nine
,,,39.19,Thirty nine  point one nine
,,,39.20,Thirty nine  point two
,,,39.20,Thirty nine  point two
,,,39.20,Thirty nine  point two
,,,39.20,Thirty nine  point two
,,,39.20,Thirty nine  point two
,,,39.20,Thirty nine  point two
,,,39.20,Thirty nine  point two
,,,39.20,Thirty nine  point two
,,,39.20,Thirty nine  point two
,,,39.20,Thirty nine  point two
,,,39.21,Thirty nine  point two one
,,,39.21,Thirty nine  point two one
,,,39.21,Thirty nine  point two one
,,,39.21,Thirty nine  point two one
,,,39.21,Thirty nine  point two one
,,,39.21,Thirty nine  point two one
,,,39.21,Thirty nine  point two one
,,,39.21,Thirty nine  point two one
,,,39.21,Thirty nine  point two one
,,,39.21,Thirty nine  point two one
,,,39.22,Thirty nine  point two two
,,,39.22,Thirty nine  point two two
,,,39.22,Thirty nine  point two two
,,,39.22,Thirty nine  point two two
,,,39.22,Thirty nine  point two two
,,,39.22,Thirty nine  point two two
,,,39.22,Thirty nine  point two two
,,,39.22,Thirty nine  point two two
,,,39.22,Thirty nine  point two two
,,,39.22,Thirty nine  point two two
,,,39.23,Thirty nine  point two three
,,,39.23,Thirty nine  point two three
,,,39.23,Thirty nine  point two three
,,,39.23,Thirty nine  point two three
,,,39.23,Thirty nine  point two three
,,,39.23,Thirty nine  point two three
,,,39.23,Thirty nine  point two three
,,,39.23,Thirty nine  point two three
,,,39.23,Thirty nine  point two three
,,,39.23,Thirty nine  point two three
,,,39.24,Thirty nine  point two four
,,,39.24,Thirty nine  point two four
,,,39.24,Thirty nine  point two four
,,,39.24,Thirty nine  point two four
,,,39.24,Thirty nine  point two four
,,,39.24,Thirty nine  point two four
,,,39.24,Thirty nine  point two four
,,,39.24,Thirty nine  point two four
,,,39.24,Thirty nine  point two four
,,,39.24,Thirty nine  point two four
,,,39.25,Thirty nine  point two five
,,,39.25,Thirty nine  point two five
,,,39.25,Thirty nine  point two five
,,,39.25,Thirty nine  point two five
,,,39.25,Thirty nine  point two five
,,,39.25,Thirty nine  point two five
,,,39.25,Thirty nine  point two five
,,,39.25,Thirty nine  point two five
,,,39.25,Thirty nine  point two five
,,,39.25,Thirty nine  point two five
,,,39.26,Thirty nine  point two six
,,,39.26,Thirty nine  point two six
,,,39.26,Thirty nine  point two six
,,,39.26,Thirty nine  point two six
,,,39.26,Thirty nine  point two six
,,,39.26,Thirty nine  point two six
,,,39.26,Thirty nine  point two six
,,,39.26,Thirty nine  point two six
,,,39.26,Thirty nine  point two six
,,,39.26,Thirty nine  point two six
,,,39.27,Thirty nine  point two seven
,,,39.27,Thirty nine  point two seven
,,,39.27,Thirty nine  point two seven
,,,39.27,Thirty nine  point two seven
,,,39.27,Thirty nine  point two seven
,,,39.27,Thirty nine  point two seven
,,,39.27,Thirty nine  point two seven
,,,39.27,Thirty nine  point two seven
,,,39.27,Thirty nine  point two seven
,,,39.27,Thirty nine  point two seven
,,,39.28,Thirty nine  point two eight
,,,39.28,Thirty nine  point two eight
,,,39.28,Thirty nine  point two eight
,,,39.28,Thirty nine  point two eight
,,,39.28,Thirty nine  point two eight
,,,39.28,Thirty nine  point two eight
,,,39.28,Thirty nine  point two eight
,,,39.28,Thirty nine  point two eight
,,,39.28,Thirty nine  point two eight
,,,39.28,Thirty nine  point two eight
,,,39.29,Thirty nine  point two nine
,,,39.29,Thirty nine  point two nine
,,,39.29,Thirty nine  point two nine
,,,39.29,Thirty nine  point two nine
,,,39.29,Thirty nine  point two nine
,,,39.29,Thirty nine  point two nine
,,,39.29,Thirty nine  point two nine
,,,39.29,Thirty nine  point two nine
,,,39.29,Thirty nine  point two nine
,,,39.29,Thirty nine  point two nine
,,,39.30,Thirty nine  point three
,,,39.30,Thirty nine  point three
,,,39.30,Thirty nine  point three
,,,39.30,Thirty nine  point three
,,,39.30,Thirty nine  point three
,,,39.30,Thirty nine  point three
,,,39.30,Thirty nine  point three
,,,39.30,Thirty nine  point three
,,,39.30,Thirty nine  point three
,,,39.30,Thirty nine  point three
,,,39.31,Thirty nine  point three one
,,,39.31,Thirty nine  point three one
,,,39.31,Thirty nine  point three one
,,,39.31,Thirty nine  point three one
,,,39.31,Thirty nine  point three one
,,,39.31,Thirty nine  point three one
,,,39.31,Thirty nine  point three one
,,,39.31,Thirty nine  point three one
,,,39.31,Thirty nine  point three one
,,,39.31,Thirty nine  point three one
,,,39.32,Thirty nine  point three two
,,,39.32,Thirty nine  point three two
,,,39.32,Thirty nine  point three two
,,,39.32,Thirty nine  point three two
,,,39.32,Thirty nine  point three two
,,,39.32,Thirty nine  point three two
,,,39.32,Thirty nine  point three two
,,,39.32,Thirty nine  point three two
,,,39.32,Thirty nine  point three two
,,,39.32,Thirty nine  point three two
,,,39.33,Thirty nine  point three three
,,,39.33,Thirty nine  point three three
,,,39.33,Thirty nine  point three three
,,,39.33,Thirty nine  point three three
,,,39.33,Thirty nine  point three three
,,,39.33,Thirty nine  point three three
,,,39.33,Thirty nine  point three three
,,,39.33,Thirty nine  point three three
,,,39.33,Thirty nine  point three three
,,,39.33,Thirty nine  point three three
,,,39.34,Thirty nine  point three four
,,,39.34,Thirty nine  point three four
,,,39.34,Thirty nine  point three four
,,,39.34,Thirty nine  point three four
,,,39.34,Thirty nine  point three four
,,,39.34,Thirty nine  point three four
,,,39.34,Thirty nine  point three four
,,,39.34,Thirty nine  point three four
,,,39.34,Thirty nine  point three four
,,,39.34,Thirty nine  point three four
,,,39.35,Thirty nine  point three five
,,,39.35,Thirty nine  point three five
,,,39.35,Thirty nine  point three five
,,,39.35,Thirty nine  point three five
,,,39.35,Thirty nine  point three five
,,,39.35,Thirty nine  point three five
,,,39.35,Thirty nine  point three five
,,,39.35,Thirty nine  point three five
,,,39.35,Thirty nine  point three five
,,,39.35,Thirty nine  point three five
,,,39.36,Thirty nine  point three six
,,,39.36,Thirty nine  point three six
,,,39.36,Thirty nine  point three six
,,,39.36,Thirty nine  point three six
,,,39.36,Thirty nine  point three six
,,,39.36,Thirty nine  point three six
,,,39.36,Thirty nine  point three six
,,,39.36,Thirty nine  point three six
,,,39.36,Thirty nine  point three six
,,,39.36,Thirty nine  point three six
,,,39.37,Thirty nine  point three seven
,,,39.37,Thirty nine  point three seven
,,,39.37,Thirty nine  point three seven
,,,39.37,Thirty nine  point three seven
,,,39.37,Thirty nine  point three seven
,,,39.37,Thirty nine  point three seven
,,,39.37,Thirty nine  point three seven
,,,39.37,Thirty nine  point three seven
,,,39.37,Thirty nine  point three seven
,,,39.37,Thirty nine  point three seven
,,,39.38,Thirty nine  point three eight
,,,39.38,Thirty nine  point three eight
,,,39.38,Thirty nine  point three eight
,,,39.38,Thirty nine  point three eight
,,,39.38,Thirty nine  point three eight
,,,39.38,Thirty nine  point three eight
,,,39.38,Thirty nine  point three eight
,,,39.38,Thirty nine  point three eight
,,,39.38,Thirty nine  point three eight
,,,39.38,Thirty nine  point three eight
,,,39.39,Thirty nine  point three nine
,,,39.39,Thirty nine  point three nine
,,,39.39,Thirty nine  point three nine
,,,39.39,Thirty nine  point three nine
,,,39.39,Thirty nine  point three nine
,,,39.39,Thirty nine  point three nine
,,,39.39,Thirty nine  point three nine
,,,39.39,Thirty nine  point three nine
,,,39.39,Thirty nine  point three nine
,,,39.39,Thirty nine  point three nine
,,,39.40,Thirty nine  point four
,,,39.40,Thirty nine  point four
,,,39.40,Thirty nine  point four
,,,39.40,Thirty nine  point four
,,,39.40,Thirty nine  point four
,,,39.40,Thirty nine  point four
,,,39.40,Thirty nine  point four
,,,39.40,Thirty nine  point four
,,,39.40,Thirty nine  point four
,,,39.40,Thirty nine  point four
,,,39.41,Thirty nine  point four one
,,,39.41,Thirty nine  point four one
,,,39.41,Thirty nine  point four one
,,,39.41,Thirty nine  point four one
,,,39.41,Thirty nine  point four one
,,,39.41,Thirty nine  point four one
,,,39.41,Thirty nine  point four one
,,,39.41,Thirty nine  point four one
,,,39.41,Thirty nine  point four one
,,,39.41,Thirty nine  point four one
,,,39.42,Thirty nine  point four two
,,,39.42,Thirty nine  point four two
,,,39.42,Thirty nine  point four two
,,,39.42,Thirty nine  point four two
,,,39.42,Thirty nine  point four two
,,,39.42,Thirty nine  point four two
,,,39.42,Thirty nine  point four two
,,,39.42,Thirty nine  point four two
,,,39.42,Thirty nine  point four two
,,,39.42,Thirty nine  point four two
,,,39.43,Thirty nine  point four three
,,,39.43,Thirty nine  point four three
,,,39.43,Thirty nine  point four three
,,,39.43,Thirty nine  point four three
,,,39.43,Thirty nine  point four three
,,,39.43,Thirty nine  point four three
,,,39.43,Thirty nine  point four three
,,,39.43,Thirty nine  point four three
,,,39.43,Thirty nine  point four three
,,,39.43,Thirty nine  point four three
,,,39.44,Thirty nine  point four four
,,,39.44,Thirty nine  point four four
,,,39.44,Thirty nine  point four four
,,,39.44,Thirty nine  point four four
,,,39.44,Thirty nine  point four four
,,,39.44,Thirty nine  point four four
,,,39.44,Thirty nine  point four four
,,,39.44,Thirty nine  point four four
,,,39.44,Thirty nine  point four four
,,,39.44,Thirty nine  point four four
,,,39.45,Thirty nine  point four five
,,,39.45,Thirty nine  point four five
,,,39.45,Thirty nine  point four five
,,,39.45,Thirty nine  point four five
,,,39.45,Thirty nine  point four five
,,,39.45,Thirty nine  point four five
,,,39.45,Thirty nine  point four five
,,,39.45,Thirty nine  point four five
,,,39.45,Thirty nine  point four five
,,,39.45,Thirty nine  point four five
,,,39.46,Thirty nine  point four six
,,,39.46,Thirty nine  point four six
,,,39.46,Thirty nine  point four six
,,,39.46,Thirty nine  point four six
,,,39.46,Thirty nine  point four six
,,,39.46,Thirty nine  point four six
,,,39.46,Thirty nine  point four six
,,,39.46,Thirty nine  point four six
,,,39.46,Thirty nine  point four six
,,,39.46,Thirty nine  point four six
,,,39.47,Thirty nine  point four seven
,,,39.47,Thirty nine  point four seven
,,,39.47,Thirty nine  point four seven
,,,39.47,Thirty nine  point four seven
,,,39.47,Thirty nine  point four seven
,,,39.47,Thirty nine  point four seven
,,,39.47,Thirty nine  point four seven
,,,39.47,Thirty nine  point four seven
,,,39.47,Thirty nine  point four seven
,,,39.47,Thirty nine  point four seven
,,,39.48,Thirty nine  point four eight
,,,39.48,Thirty nine  point four eight
,,,39.48,Thirty nine  point four eight
,,,39.48,Thirty nine  point four eight
,,,39.48,Thirty nine  point four eight
,,,39.48,Thirty nine  point four eight
,,,39.48,Thirty nine  point four eight
,,,39.48,Thirty nine  point four eight
,,,39.48,Thirty nine  point four eight
,,,39.48,Thirty nine  point four eight
,,,39.49,Thirty nine  point four nine
,,,39.49,Thirty nine  point four nine
,,,39.49,Thirty nine  point four nine
,,,39.49,Thirty nine  point four nine
,,,39.49,Thirty nine  point four nine
,,,39.49,Thirty nine  point four nine
,,,39.49,Thirty nine  point four nine
,,,39.49,Thirty nine  point four nine
,,,39.49,Thirty nine  point four nine
,,,39.49,Thirty nine  point four nine
,,,39.50,Thirty nine  point five
,,,39.50,Thirty nine  point five
,,,39.50,Thirty nine  point five
,,,39.50,Thirty nine  point five
,,,39.50,Thirty nine  point five
,,,39.50,Thirty nine  point five
,,,39.50,Thirty nine  point five
,,,39.50,Thirty nine  point five
,,,39.50,Thirty nine  point five
,,,39.50,Thirty nine  point five
,,,39.51,Thirty nine  point five one
,,,39.51,Thirty nine  point five one
,,,39.51,Thirty nine  point five one
,,,39.51,Thirty nine  point five one
,,,39.51,Thirty nine  point five one
,,,39.51,Thirty nine  point five one
,,,39.51,Thirty nine  point five one
,,,39.51,Thirty nine  point five one
,,,39.51,Thirty nine  point five one
,,,39.51,Thirty nine  point five one
,,,39.52,Thirty nine  point five two
,,,39.52,Thirty nine  point five two
,,,39.52,Thirty nine  point five two
,,,39.52,Thirty nine  point five two
,,,39.52,Thirty nine  point five two
,,,39.52,Thirty nine  point five two
,,,39.52,Thirty nine  point five two
,,,39.52,Thirty nine  point five two
,,,39.52,Thirty nine  point five two
,,,39.52,Thirty nine  point five two
,,,39.53,Thirty nine  point five three
,,,39.53,Thirty nine  point five three
,,,39.53,Thirty nine  point five three
,,,39.53,Thirty nine  point five three
,,,39.53,Thirty nine  point five three
,,,39.53,Thirty nine  point five three
,,,39.53,Thirty nine  point five three
,,,39.53,Thirty nine  point five three
,,,39.53,Thirty nine  point five three
,,,39.53,Thirty nine  point five three
,,,39.54,Thirty nine  point five four
,,,39.54,Thirty nine  point five four
,,,39.54,Thirty nine  point five four
,,,39.54,Thirty nine  point five four
,,,39.54,Thirty nine  point five four
,,,39.54,Thirty nine  point five four
,,,39.54,Thirty nine  point five four
,,,39.54,Thirty nine  point five four
,,,39.54,Thirty nine  point five four
,,,39.54,Thirty nine  point five four
,,,39.55,Thirty nine  point five five
,,,39.55,Thirty nine  point five five
,,,39.55,Thirty nine  point five five
,,,39.55,Thirty nine  point five five
,,,39.55,Thirty nine  point five five
,,,39.55,Thirty nine  point five five
,,,39.55,Thirty nine  point five five
,,,39.55,Thirty nine  point five five
,,,39.55,Thirty nine  point five five
,,,39.55,Thirty nine  point five five
,,,39.56,Thirty nine  point five six
,,,39.56,Thirty nine  point five six
,,,39.56,Thirty nine  point five six
,,,39.56,Thirty nine  point five six
,,,39.56,Thirty nine  point five six
,,,39.56,Thirty nine  point five six
,,,39.56,Thirty nine  point five six
,,,39.56,Thirty nine  point five six
,,,39.56,Thirty nine  point five six
,,,39.56,Thirty nine  point five six
,,,39.57,Thirty nine  point five seven
,,,39.57,Thirty nine  point five seven
,,,39.57,Thirty nine  point five seven
,,,39.57,Thirty nine  point five seven
,,,39.57,Thirty nine  point five seven
,,,39.57,Thirty nine  point five seven
,,,39.57,Thirty nine  point five seven
,,,39.57,Thirty nine  point five seven
,,,39.57,Thirty nine  point five seven
,,,39.57,Thirty nine  point five seven
,,,39.58,Thirty nine  point five eight
