Table,,,,
Marks ,GP,Grade,,
,,,19.14,Nineteen  point one four
,,,19.14,Nineteen  point one four
,,,19.14,Nineteen  point one four
,,,19.14,Nineteen  point one four
,,,19.14,Nineteen  point one four
,,,19.14,Nineteen  point one four
,,,19.14,Nineteen  point one four
,,,19.14,Nineteen  point one four
,,,19.15,Nineteen  point one five
,,,19.15,Nineteen  point one five
,,,19.15,Nineteen  point one five
,,,19.15,Nineteen  point one five
,,,19.15,Nineteen  point one five
,,,19.15,Nineteen  point one five
,,,19.15,Nineteen  point one five
,,,19.15,Nineteen  point one five
,,,19.15,Nineteen  point one five
,,,19.15,Nineteen  point one five
,,,19.16,Nineteen  point one six
,,,19.16,Nineteen  point one six
,,,19.16,Nineteen  point one six
,,,19.16,Nineteen  point one six
,,,19.16,Nineteen  point one six
,,,19.16,Nineteen  point one six
,,,19.16,Nineteen  point one six
,,,19.16,Nineteen  point one six
,,,19.16,Nineteen  point one six
,,,19.16,Nineteen  point one six
,,,19.17,Nineteen  point one seven
,,,19.17,Nineteen  point one seven
,,,19.17,Nineteen  point one seven
,,,19.17,Nineteen  point one seven
,,,19.17,Nineteen  point one seven
,,,19.17,Nineteen  point one seven
,,,19.17,Nineteen  point one seven
,,,19.17,Nineteen  point one seven
,,,19.17,Nineteen  point one seven
,,,19.17,Nineteen  point one seven
,,,19.18,Nineteen  point one eight
,,,19.18,Nineteen  point one eight
,,,19.18,Nineteen  point one eight
,,,19.18,Nineteen  point one eight
,,,19.18,Nineteen  point one eight
,,,19.18,Nineteen  point one eight
,,,19.18,Nineteen  point one eight
,,,19.18,Nineteen  point one eight
,,,19.18,Nineteen  point one eight
,,,19.18,Nineteen  point one eight
,,,19.19,Nineteen  point one nine
,,,19.19,Nineteen  point one nine
,,,19.19,Nineteen  point one nine
,,,19.19,Nineteen  point one nine
,,,19.19,Nineteen  point one nine
,,,19.19,Nineteen  point one nine
,,,19.19,Nineteen  point one nine
,,,19.19,Nineteen  point one nine
,,,19.19,Nineteen  point one nine
,,,19.19,Nineteen  point one nine
,,,19.20,Nineteen  point two
,,,19.20,Nineteen  point two
,,,19.20,Nineteen  point two
,,,19.20,Nineteen  point two
,,,19.20,Nineteen  point two
,,,19.20,Nineteen  point two
,,,19.20,Nineteen  point two
,,,19.20,Nineteen  point two
,,,19.20,Nineteen  point two
,,,19.20,Nineteen  point two
,,,19.21,Nineteen  point two one
,,,19.21,Nineteen  point two one
,,,19.21,Nineteen  point two one
,,,19.21,Nineteen  point two one
,,,19.21,Nineteen  point two one
,,,19.21,Nineteen  point two one
,,,19.21,Nineteen  point two one
,,,19.21,Nineteen  point two one
,,,19.21,Nineteen  point two one
,,,19.21,Nineteen  point two one
,,,19.22,Nineteen  point two two
,,,19.22,Nineteen  point two two
,,,19.22,Nineteen  point two two
,,,19.22,Nineteen  point two two
,,,19.22,Nineteen  point two two
,,,19.22,Nineteen  point two two
,,,19.22,Nineteen  point two two
,,,19.22,Nineteen  point two two
,,,19.22,Nineteen  point two two
,,,19.22,Nineteen  point two two
,,,19.23,Nineteen  point two three
,,,19.23,Nineteen  point two three
,,,19.23,Nineteen  point two three
,,,19.23,Nineteen  point two three
,,,19.23,Nineteen  point two three
,,,19.23,Nineteen  point two three
,,,19.23,Nineteen  point two three
,,,19.23,Nineteen  point two three
,,,19.23,Nineteen  point two three
,,,19.23,Nineteen  point two three
,,,19.24,Nineteen  point two four
,,,19.24,Nineteen  point two four
,,,19.24,Nineteen  point two four
,,,19.24,Nineteen  point two four
,,,19.24,Nineteen  point two four
,,,19.24,Nineteen  point two four
,,,19.24,Nineteen  point two four
,,,19.24,Nineteen  point two four
,,,19.24,Nineteen  point two four
,,,19.24,Nineteen  point two four
,,,19.25,Nineteen  point two five
,,,19.25,Nineteen  point two five
,,,19.25,Nineteen  point two five
,,,19.25,Nineteen  point two five
,,,19.25,Nineteen  point two five
,,,19.25,Nineteen  point two five
,,,19.25,Nineteen  point two five
,,,19.25,Nineteen  point two five
,,,19.25,Nineteen  point two five
,,,19.25,Nineteen  point two five
,,,19.26,Nineteen  point two six
,,,19.26,Nineteen  point two six
,,,19.26,Nineteen  point two six
,,,19.26,Nineteen  point two six
,,,19.26,Nineteen  point two six
,,,19.26,Nineteen  point two six
,,,19.26,Nineteen  point two six
,,,19.26,Nineteen  point two six
,,,19.26,Nineteen  point two six
,,,19.26,Nineteen  point two six
,,,19.27,Nineteen  point two seven
,,,19.27,Nineteen  point two seven
,,,19.27,Nineteen  point two seven
,,,19.27,Nineteen  point two seven
,,,19.27,Nineteen  point two seven
,,,19.27,Nineteen  point two seven
,,,19.27,Nineteen  point two seven
,,,19.27,Nineteen  point two seven
,,,19.27,Nineteen  point two seven
,,,19.27,Nineteen  point two seven
,,,19.28,Nineteen  point two eight
,,,19.28,Nineteen  point two eight
,,,19.28,Nineteen  point two eight
,,,19.28,Nineteen  point two eight
,,,19.28,Nineteen  point two eight
,,,19.28,Nineteen  point two eight
,,,19.28,Nineteen  point two eight
,,,19.28,Nineteen  point two eight
,,,19.28,Nineteen  point two eight
,,,19.28,Nineteen  point two eight
,,,19.29,Nineteen  point two nine
,,,19.29,Nineteen  point two nine
,,,19.29,Nineteen  point two nine
,,,19.29,Nineteen  point two nine
,,,19.29,Nineteen  point two nine
,,,19.29,Nineteen  point two nine
,,,19.29,Nineteen  point two nine
,,,19.29,Nineteen  point two nine
,,,19.29,Nineteen  point two nine
,,,19.29,Nineteen  point two nine
,,,19.30,Nineteen  point three
,,,19.30,Nineteen  point three
,,,19.30,Nineteen  point three
,,,19.30,Nineteen  point three
,,,19.30,Nineteen  point three
,,,19.30,Nineteen  point three
,,,19.30,Nineteen  point three
,,,19.30,Nineteen  point three
,,,19.30,Nineteen  point three
,,,19.30,Nineteen  point three
,,,19.31,Nineteen  point three one
,,,19.31,Nineteen  point three one
,,,19.31,Nineteen  point three one
,,,19.31,Nineteen  point three one
,,,19.31,Nineteen  point three one
,,,19.31,Nineteen  point three one
,,,19.31,Nineteen  point three one
,,,19.31,Nineteen  point three one
,,,19.31,Nineteen  point three one
,,,19.31,Nineteen  point three one
,,,19.32,Nineteen  point three two
,,,19.32,Nineteen  point three two
,,,19.32,Nineteen  point three two
,,,19.32,Nineteen  point three two
,,,19.32,Nineteen  point three two
,,,19.32,Nineteen  point three two
,,,19.32,Nineteen  point three two
,,,19.32,Nineteen  point three two
,,,19.32,Nineteen  point three two
,,,19.32,Nineteen  point three two
,,,19.33,Nineteen  point three three
,,,19.33,Nineteen  point three three
,,,19.33,Nineteen  point three three
,,,19.33,Nineteen  point three three
,,,19.33,Nineteen  point three three
,,,19.33,Nineteen  point three three
,,,19.33,Nineteen  point three three
,,,19.33,Nineteen  point three three
,,,19.33,Nineteen  point three three
,,,19.33,Nineteen  point three three
,,,19.34,Nineteen  point three four
,,,19.34,Nineteen  point three four
,,,19.34,Nineteen  point three four
,,,19.34,Nineteen  point three four
,,,19.34,Nineteen  point three four
,,,19.34,Nineteen  point three four
,,,19.34,Nineteen  point three four
,,,19.34,Nineteen  point three four
,,,19.34,Nineteen  point three four
,,,19.34,Nineteen  point three four
,,,19.35,Nineteen  point three five
,,,19.35,Nineteen  point three five
,,,19.35,Nineteen  point three five
,,,19.35,Nineteen  point three five
,,,19.35,Nineteen  point three five
,,,19.35,Nineteen  point three five
,,,19.35,Nineteen  point three five
,,,19.35,Nineteen  point three five
,,,19.35,Nineteen  point three five
,,,19.35,Nineteen  point three five
,,,19.36,Nineteen  point three six
,,,19.36,Nineteen  point three six
,,,19.36,Nineteen  point three six
,,,19.36,Nineteen  point three six
,,,19.36,Nineteen  point three six
,,,19.36,Nineteen  point three six
,,,19.36,Nineteen  point three six
,,,19.36,Nineteen  point three six
,,,19.36,Nineteen  point three six
,,,19.36,Nineteen  point three six
,,,19.37,Nineteen  point three seven
,,,19.37,Nineteen  point three seven
,,,19.37,Nineteen  point three seven
,,,19.37,Nineteen  point three seven
,,,19.37,Nineteen  point three seven
,,,19.37,Nineteen  point three seven
,,,19.37,Nineteen  point three seven
,,,19.37,Nineteen  point three seven
,,,19.37,Nineteen  point three seven
,,,19.37,Nineteen  point three seven
,,,19.38,Nineteen  point three eight
,,,19.38,Nineteen  point three eight
,,,19.38,Nineteen  point three eight
,,,19.38,Nineteen  point three eight
,,,19.38,Nineteen  point three eight
,,,19.38,Nineteen  point three eight
,,,19.38,Nineteen  point three eight
,,,19.38,Nineteen  point three eight
,,,19.38,Nineteen  point three eight
,,,19.38,Nineteen  point three eight
,,,19.39,Nineteen  point three nine
,,,19.39,Nineteen  point three nine
,,,19.39,Nineteen  point three nine
,,,19.39,Nineteen  point three nine
,,,19.39,Nineteen  point three nine
,,,19.39,Nineteen  point three nine
,,,19.39,Nineteen  point three nine
,,,19.39,Nineteen  point three nine
,,,19.39,Nineteen  point three nine
,,,19.39,Nineteen  point three nine
,,,19.40,Nineteen  point four
,,,19.40,Nineteen  point four
,,,19.40,Nineteen  point four
,,,19.40,Nineteen  point four
,,,19.40,Nineteen  point four
,,,19.40,Nineteen  point four
,,,19.40,Nineteen  point four
,,,19.40,Nineteen  point four
,,,19.40,Nineteen  point four
,,,19.40,Nineteen  point four
,,,19.41,Nineteen  point four one
,,,19.41,Nineteen  point four one
,,,19.41,Nineteen  point four one
,,,19.41,Nineteen  point four one
,,,19.41,Nineteen  point four one
,,,19.41,Nineteen  point four one
,,,19.41,Nineteen  point four one
,,,19.41,Nineteen  point four one
,,,19.41,Nineteen  point four one
,,,19.41,Nineteen  point four one
,,,19.42,Nineteen  point four two
,,,19.42,Nineteen  point four two
,,,19.42,Nineteen  point four two
,,,19.42,Nineteen  point four two
,,,19.42,Nineteen  point four two
,,,19.42,Nineteen  point four two
,,,19.42,Nineteen  point four two
,,,19.42,Nineteen  point four two
,,,19.42,Nineteen  point four two
,,,19.42,Nineteen  point four two
,,,19.43,Nineteen  point four three
,,,19.43,Nineteen  point four three
,,,19.43,Nineteen  point four three
,,,19.43,Nineteen  point four three
,,,19.43,Nineteen  point four three
,,,19.43,Nineteen  point four three
,,,19.43,Nineteen  point four three
,,,19.43,Nineteen  point four three
,,,19.43,Nineteen  point four three
,,,19.43,Nineteen  point four three
,,,19.44,Nineteen  point four four
,,,19.44,Nineteen  point four four
,,,19.44,Nineteen  point four four
,,,19.44,Nineteen  point four four
,,,19.44,Nineteen  point four four
,,,19.44,Nineteen  point four four
,,,19.44,Nineteen  point four four
,,,19.44,Nineteen  point four four
,,,19.44,Nineteen  point four four
,,,19.44,Nineteen  point four four
,,,19.45,Nineteen  point four five
,,,19.45,Nineteen  point four five
,,,19.45,Nineteen  point four five
,,,19.45,Nineteen  point four five
,,,19.45,Nineteen  point four five
,,,19.45,Nineteen  point four five
,,,19.45,Nineteen  point four five
,,,19.45,Nineteen  point four five
,,,19.45,Nineteen  point four five
,,,19.45,Nineteen  point four five
,,,19.46,Nineteen  point four six
,,,19.46,Nineteen  point four six
,,,19.46,Nineteen  point four six
,,,19.46,Nineteen  point four six
,,,19.46,Nineteen  point four six
,,,19.46,Nineteen  point four six
,,,19.46,Nineteen  point four six
,,,19.46,Nineteen  point four six
,,,19.46,Nineteen  point four six
,,,19.46,Nineteen  point four six
,,,19.47,Nineteen  point four seven
,,,19.47,Nineteen  point four seven
,,,19.47,Nineteen  point four seven
,,,19.47,Nineteen  point four seven
,,,19.47,Nineteen  point four seven
,,,19.47,Nineteen  point four seven
,,,19.47,Nineteen  point four seven
,,,19.47,Nineteen  point four seven
,,,19.47,Nineteen  point four seven
,,,19.47,Nineteen  point four seven
,,,19.48,Nineteen  point four eight
,,,19.48,Nineteen  point four eight
,,,19.48,Nineteen  point four eight
,,,19.48,Nineteen  point four eight
,,,19.48,Nineteen  point four eight
,,,19.48,Nineteen  point four eight
,,,19.48,Nineteen  point four eight
,,,19.48,Nineteen  point four eight
,,,19.48,Nineteen  point four eight
,,,19.48,Nineteen  point four eight
,,,19.49,Nineteen  point four nine
,,,19.49,Nineteen  point four nine
,,,19.49,Nineteen  point four nine
,,,19.49,Nineteen  point four nine
,,,19.49,Nineteen  point four nine
,,,19.49,Nineteen  point four nine
,,,19.49,Nineteen  point four nine
,,,19.49,Nineteen  point four nine
,,,19.49,Nineteen  point four nine
,,,19.49,Nineteen  point four nine
,,,19.50,Nineteen  point five
,,,19.50,Nineteen  point five
,,,19.50,Nineteen  point five
,,,19.50,Nineteen  point five
,,,19.50,Nineteen  point five
,,,19.50,Nineteen  point five
,,,19.50,Nineteen  point five
,,,19.50,Nineteen  point five
,,,19.50,Nineteen  point five
,,,19.50,Nineteen  point five
,,,19.51,Nineteen  point five one
,,,19.51,Nineteen  point five one
,,,19.51,Nineteen  point five one
,,,19.51,Nineteen  point five one
,,,19.51,Nineteen  point five one
,,,19.51,Nineteen  point five one
,,,19.51,Nineteen  point five one
,,,19.51,Nineteen  point five one
,,,19.51,Nineteen  point five one
,,,19.51,Nineteen  point five one
,,,19.52,Nineteen  point five two
,,,19.52,Nineteen  point five two
,,,19.52,Nineteen  point five two
,,,19.52,Nineteen  point five two
,,,19.52,Nineteen  point five two
,,,19.52,Nineteen  point five two
,,,19.52,Nineteen  point five two
,,,19.52,Nineteen  point five two
,,,19.52,Nineteen  point five two
,,,19.52,Nineteen  point five two
,,,19.53,Nineteen  point five three
,,,19.53,Nineteen  point five three
,,,19.53,Nineteen  point five three
,,,19.53,Nineteen  point five three
,,,19.53,Nineteen  point five three
,,,19.53,Nineteen  point five three
,,,19.53,Nineteen  point five three
,,,19.53,Nineteen  point five three
,,,19.53,Nineteen  point five three
,,,19.53,Nineteen  point five three
,,,19.54,Nineteen  point five four
,,,19.54,Nineteen  point five four
,,,19.54,Nineteen  point five four
,,,19.54,Nineteen  point five four
,,,19.54,Nineteen  point five four
,,,19.54,Nineteen  point five four
,,,19.54,Nineteen  point five four
,,,19.54,Nineteen  point five four
,,,19.54,Nineteen  point five four
,,,19.54,Nineteen  point five four
,,,19.55,Nineteen  point five five
,,,19.55,Nineteen  point five five
,,,19.55,Nineteen  point five five
,,,19.55,Nineteen  point five five
,,,19.55,Nineteen  point five five
,,,19.55,Nineteen  point five five
,,,19.55,Nineteen  point five five
,,,19.55,Nineteen  point five five
,,,19.55,Nineteen  point five five
,,,19.55,Nineteen  point five five
,,,19.56,Nineteen  point five six
,,,19.56,Nineteen  point five six
,,,19.56,Nineteen  point five six
,,,19.56,Nineteen  point five six
,,,19.56,Nineteen  point five six
,,,19.56,Nineteen  point five six
,,,19.56,Nineteen  point five six
,,,19.56,Nineteen  point five six
,,,19.56,Nineteen  point five six
,,,19.56,Nineteen  point five six
,,,19.57,Nineteen  point five seven
,,,19.57,Nineteen  point five seven
,,,19.57,Nineteen  point five seven
,,,19.57,Nineteen  point five seven
,,,19.57,Nineteen  point five seven
,,,19.57,Nineteen  point five seven
,,,19.57,Nineteen  point five seven
,,,19.57,Nineteen  point five seven
,,,19.57,Nineteen  point five seven
,,,19.57,Nineteen  point five seven
,,,19.58,Nineteen  point five eight
,,,19.58,Nineteen  point five eight
,,,19.58,Nineteen  point five eight
,,,19.58,Nineteen  point five eight
,,,19.58,Nineteen  point five eight
,,,19.58,Nineteen  point five eight
,,,19.58,Nineteen  point five eight
,,,19.58,Nineteen  point five eight
,,,19.58,Nineteen  point five eight
,,,19.58,Nineteen  point five eight
,,,19.59,Nineteen  point five nine
,,,19.59,Nineteen  point five nine
,,,19.59,Nineteen  point five nine
,,,19.59,Nineteen  point five nine
,,,19.59,Nineteen  point five nine
,,,19.59,Nineteen  point five nine
,,,19.59,Nineteen  point five nine
,,,19.59,Nineteen  point five nine
,,,19.59,Nineteen  point five nine
,,,19.59,Nineteen  point five nine
,,,19.60,Nineteen  point six
,,,19.60,Nineteen  point six
,,,19.60,Nineteen  point six
,,,19.60,Nineteen  point six
,,,19.60,Nineteen  point six
,,,19.60,Nineteen  point six
,,,19.60,Nineteen  point six
,,,19.60,Nineteen  point six
,,,19.60,Nineteen  point six
,,,19.60,Nineteen  point six
,,,19.61,Nineteen  point six one
,,,19.61,Nineteen  point six one
,,,19.61,Nineteen  point six one
,,,19.61,Nineteen  point six one
,,,19.61,Nineteen  point six one
,,,19.61,Nineteen  point six one
,,,19.61,Nineteen  point six one
,,,19.61,Nineteen  point six one
,,,19.61,Nineteen  point six one
,,,19.61,Nineteen  point six one
,,,19.62,Nineteen  point six two
